time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-20T23:07:28.030Z,19.5555,-68.1553,16,3.39,md,10,245,1.5079,0.29,pr,pr2019324029,2019-11-21T09:03:07.241Z,"110km NNE of Punta Cana, Dominican Republic",earthquake,3.19,5.31,0.18,10,reviewed,pr,pr
2019-11-20T23:03:33.690Z,18.3633,-66.0585,8,2.83,md,4,212,0.3048,0.15,pr,pr2019324027,2019-11-21T09:00:41.330Z,"5km E of Guaynabo, Puerto Rico",earthquake,1.54,2.48,0.09,3,reviewed,pr,pr
2019-11-20T22:56:22.730Z,35.6838333,-117.5148333,9.19,2.68,ml,34,63,0.07587,0.16,ci,ci38254682,2019-11-20T23:38:46.892Z,"14km SW of Searles Valley, CA",earthquake,0.26,0.51,0.191,25,automatic,ci,ci
2019-11-20T22:51:10.400Z,35.6813333,-117.5153333,8.89,3.34,ml,70,46,0.07361,0.17,ci,ci38254674,2019-11-21T17:22:45.520Z,"14km SW of Searles Valley, CA",earthquake,0.12,0.27,0.149,272,reviewed,ci,ci
2019-11-20T22:50:20.150Z,19.0221,-65.7968,25,2.9,md,7,308,0.7686,0.25,pr,pr2019324026,2019-11-21T02:07:38.677Z,"65km N of Loiza, Puerto Rico",earthquake,1.43,17.34,0.21,7,reviewed,pr,pr
2019-11-20T22:36:51.980Z,17.9748,-68.6298,84,2.85,md,4,230,1.5205,0.21,pr,pr2019324025,2019-11-21T02:07:06.869Z,"44km S of Boca de Yuma, Dominican Republic",earthquake,3.05,4.03,0.36,4,reviewed,pr,pr
2019-11-20T22:31:35.522Z,6.7538,125.0024,10,4.6,mb,,65,0.652,0.87,us,us70006aqe,2019-11-21T04:02:13.416Z,"9km NE of Columbio, Philippines",earthquake,5.2,1.7,0.111,24,reviewed,us,us
2019-11-20T22:31:32.110Z,19.0588,-65.7848,25,2.89,md,9,311,0.8071,0.14,pr,pr2019324023,2019-11-21T02:06:15.381Z,"69km N of Suarez, Puerto Rico",earthquake,0.94,12.37,0.16,9,reviewed,pr,pr
2019-11-20T22:27:18.490Z,19.0416,-65.8076,24,2.96,md,13,297,0.7829,0.27,pr,pr2019324024,2019-11-21T04:06:04.159Z,"67km N of Loiza, Puerto Rico",earthquake,1.25,18.81,0.48,13,reviewed,pr,pr
2019-11-20T21:27:12.389Z,45.4871,95.922,10,4.5,mb,,53,8.016,0.62,us,us70006ap3,2019-11-20T22:20:49.040Z,"9km SSE of Tseel, Mongolia",earthquake,9.2,1.9,0.1,29,reviewed,us,us
2019-11-20T21:19:24.274Z,19.412,101.3851,10,4.6,mb,,109,2.383,0.68,us,us70006any,2019-11-21T04:27:07.302Z,"36km ESE of Chaloem Phra Kiat, Thailand",earthquake,3.7,1.9,0.193,8,reviewed,us,us
2019-11-20T21:03:57.749Z,19.4377,101.2241,10,5.7,mww,,49,2.243,0.99,us,us70006anm,2019-11-21T21:06:00.291Z,"21km SE of Chaloem Phra Kiat, Thailand",earthquake,5.8,1.8,0.08,15,reviewed,us,us
2019-11-20T19:02:43.165Z,45.0223,146.9547,146.01,4.8,mb,,137,3.245,0.78,us,us70006ala,2019-11-20T19:52:06.040Z,"76km WSW of Kuril'sk, Russia",earthquake,9.2,7.2,0.041,182,reviewed,us,us
2019-11-20T18:51:14.195Z,18.929,145.1173,607.78,4.9,mb,,43,3.723,0.86,us,us70006akx,2019-11-20T19:16:13.040Z,"60km WNW of Agrihan, Northern Mariana Islands",earthquake,10.4,4.6,0.029,375,reviewed,us,us
2019-11-20T18:43:32.529Z,-20.4679,33.6255,10,4.3,mb,,82,6.12,0.78,us,us70006aks,2019-11-20T20:21:12.040Z,"108km SE of Chimanimani, Zimbabwe",earthquake,10.3,2,0.238,5,reviewed,us,us
2019-11-20T18:14:46.580Z,19.0003,-65.794,11,2.84,md,10,307,0.7495,0.26,pr,pr2019324018,2019-11-20T20:58:11.993Z,"63km N of Vieques, Puerto Rico",earthquake,7.69,10.64,0.36,8,reviewed,pr,pr
2019-11-20T17:30:51.920Z,38.8246651,-122.7908325,2.7,2.65,md,26,48,0.01703,0.07,nc,nc73306636,2019-11-21T14:22:14.374Z,"6km W of Cobb, CA",earthquake,0.24,0.52,0.24,24,automatic,nc,nc
2019-11-20T17:07:19.720Z,18.962,-65.8545,8,2.94,md,11,302,0.692,0.22,pr,pr2019324019,2019-11-20T20:59:14.817Z,"58km N of Loiza, Puerto Rico",earthquake,2.25,3.3,0.32,10,reviewed,pr,pr
2019-11-20T16:13:31.910Z,19.0365,-65.799,24,2.93,md,8,311,0.7812,0.22,pr,pr2019324016,2019-11-21T00:01:43.040Z,"56km N of Loiza, Puerto Rico",earthquake,1.29,15.85,0.28,6,reviewed,pr,pr
2019-11-20T15:51:02.595Z,53.3432,-165.8683,35,3.4,ml,,211,0.629,0.33,us,us70006als,2019-11-20T23:57:26.317Z,"73km SE of Unalaska, Alaska",earthquake,4.3,2,0.115,10,reviewed,us,us
2019-11-20T14:25:43.528Z,72.8017,-89.7221,10,4.2,mb,,68,2.391,0.43,us,us70006aer,2019-11-21T06:37:11.057Z,"264km SE of Resolute, Canada",earthquake,7.1,1.9,0.097,30,reviewed,us,us
2019-11-20T14:07:33.440Z,19.5818,-65.9958,33,3.45,md,9,304,1.2268,0.28,pr,pr2019324014,2019-11-21T06:26:04.040Z,"114km N of San Juan, Puerto Rico",earthquake,2.009,18.61,0.17,8,reviewed,pr,pr
2019-11-20T14:06:55.496Z,10.9437,95.1507,10,4.6,mb,,151,2.464,0.45,us,us70006aek,2019-11-21T07:04:02.040Z,"274km ESE of Port Blair, India",earthquake,5.6,1.9,0.109,25,reviewed,us,us
2019-11-20T13:05:35.960Z,18.9943,-65.7758,41,2.73,md,7,309,0.7512,0.3,pr,pr2019324015,2019-11-21T06:23:06.040Z,"75km N of Vieques, Puerto Rico",earthquake,2.53,7.92,0.43,7,reviewed,pr,pr
2019-11-20T11:30:56.467Z,13.9196,-93.11,10,5.4,mww,,133,1.498,1.02,us,us70006ad6,2019-11-21T11:33:02.051Z,"115km SW of Puerto Madero, Mexico",earthquake,6.4,1.8,0.066,22,reviewed,us,us
2019-11-20T09:42:30.070Z,18.8718,-65.2985,29,2.97,md,6,326,0.9139,0.24,pr,pr2019324011,2019-11-20T12:09:10.196Z,"62km N of Culebra, Puerto Rico",earthquake,2.74,16.55,0.24,6,reviewed,pr,pr
2019-11-20T09:29:54.700Z,19.2613,-65.221,61,3.06,md,6,330,1.2833,0.4,pr,pr2019324010,2019-11-20T12:20:51.040Z,"109km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.61,19.47,0.31,4,reviewed,pr,pr
2019-11-20T09:13:25.350Z,17.83,-68.8061,90,3.13,md,3,246,1.7056,0.5,pr,pr2019324009,2019-11-20T12:15:39.040Z,"87km SSW of Boca de Yuma, Dominican Republic",earthquake,7.19,14.25,0.39,2,reviewed,pr,pr
2019-11-20T09:12:41.346Z,66.3382,-157.278,10.1,3.2,ml,,,,0.65,ak,ak019evzk05u,2019-11-20T19:28:31.935Z,"65km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-11-20T09:09:14.780Z,19.0118,-65.8283,27,2.64,md,5,308,0.87,0.27,pr,pr2019324008,2019-11-20T12:07:44.740Z,"64km N of Vieques, Puerto Rico",earthquake,2.17,17.72,0.09,5,reviewed,pr,pr
2019-11-20T08:26:07.542Z,53.1633,153.6852,486.81,6.3,mww,,38,2.418,0.99,us,us70006a9e,2019-11-21T08:29:00.055Z,"267km NW of Ozernovskiy, Russia",earthquake,9.7,10.7,0.071,19,reviewed,us,us
2019-11-20T07:21:47.977Z,56.1885,-149.2054,10,3,ml,,,,0.88,ak,ak019evyf8c0,2019-11-20T19:21:57.481Z,"263km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-11-20T07:02:05.560Z,43.294,-106.8118333,6.32,2.7,ml,8,118,0.677,0.78,mb,mb80372689,2019-11-20T15:56:42.170Z,"45km WSW of Midwest, Wyoming",earthquake,4.3,9.85,0.056,6,reviewed,mb,mb
2019-11-20T06:42:23.430Z,33.4996667,-116.4581667,5.73,3.41,ml,138,16,0.036,0.19,ci,ci38253786,2019-11-21T22:37:07.874Z,"21km ESE of Anza, CA",earthquake,0.09,0.3,0.14,207,reviewed,ci,ci
2019-11-20T06:39:20.700Z,18.9225,-65.8303,35,2.59,md,2,303,0.6637,0.47,pr,pr2019324007,2019-11-20T09:09:14.200Z,"54km N of Loiza, Puerto Rico",earthquake,4.9,16.3,0,1,reviewed,pr,pr
2019-11-20T06:32:17.054Z,1.5754,126.4891,45.22,5,mb,,76,1.186,0.97,us,us70006a8a,2019-11-20T06:52:42.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,5.2,6.7,0.079,51,reviewed,us,us
2019-11-20T05:27:57.021Z,32.2507,138.1357,362.18,4.1,mb,,86,1.657,0.36,us,us70006a7k,2019-11-20T06:25:10.040Z,"181km WSW of Hachijo-jima, Japan",earthquake,10.3,6.9,0.109,23,reviewed,us,us
2019-11-20T05:07:05.571Z,65.8434,-156.3154,14.2,2.8,ml,,,,0.58,ak,ak019evx54g5,2019-11-20T19:17:15.484Z,"121km SSE of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-11-20T05:02:49.684Z,51.5322,-173.5531,25.7,3.7,ml,,,,0.7,ak,ak019evx45fi,2019-11-20T19:13:52.667Z,"86km SSE of Atka, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2019-11-20T04:33:38.314Z,60.2886,-141.1731,5.2,2.6,ml,,,,0.82,ak,ak019evwpc14,2019-11-20T04:45:29.286Z,"74km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-11-20T04:27:05.921Z,13.9824,-93.1298,10.97,6.3,mww,,67,1.492,1.19,us,us70006a6q,2019-11-21T22:34:08.458Z,"111km SW of Puerto Madero, Mexico",earthquake,6.7,2.5,0.059,28,reviewed,us,us
2019-11-20T04:01:32.250Z,19.2263,-67.3143,24,3.36,md,16,296,0.7855,0.46,pr,pr2019324001,2019-11-20T12:04:07.355Z,"84km NNW of San Antonio, Puerto Rico",earthquake,2.009,29.64,0.22,10,reviewed,pr,pr
2019-11-20T03:42:09.429Z,51.4524,-175.9595,35,4.4,mb,,187,0.623,0.6,us,us70006a6c,2019-11-20T19:09:30.412Z,"67km SE of Adak, Alaska",earthquake,3.6,2,0.072,55,reviewed,us,us
2019-11-20T03:37:09.231Z,7.3022,94.5601,10,4.8,mb,,142,3.142,0.73,us,us70006a6a,2019-11-20T04:15:37.040Z,"155km ESE of Mohean, India",earthquake,11.2,1.9,0.084,44,reviewed,us,us
2019-11-20T02:24:01.720Z,19.0695,-65.8153,24,3.11,md,13,276,0.8064,0.25,pr,pr2019324003,2019-11-20T06:05:56.197Z,"70km N of Loiza, Puerto Rico",earthquake,1.08,16.99,0.19,11,reviewed,pr,pr
2019-11-20T01:08:39.770Z,19.6885,-65.93,50,3.6,md,17,279,1.3515,0.32,pr,pr2019324000,2019-11-20T09:11:13.134Z,"109km N of San Juan, Puerto Rico",earthquake,2.67,12.93,0.37,14,reviewed,pr,pr
2019-11-20T01:00:56.690Z,36.431,-120.6606667,20.22,2.96,md,72,122,0.2428,0.18,nc,nc73306431,2019-11-21T13:27:55.003Z,"2km NE of New Idria, CA",earthquake,0.36,0.38,0.169,93,reviewed,nc,nc
2019-11-20T00:05:06.834Z,1.7085,126.5312,35,4.8,mb,,107,1.25,0.82,us,us70006a59,2019-11-20T00:57:55.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,5.6,1.7,0.08,49,reviewed,us,us
2019-11-19T23:59:02.600Z,19.0023,-65.81,29,2.54,md,5,308,0.7453,0.36,pr,pr2019323022,2019-11-20T06:00:25.173Z,"63km N of Vieques, Puerto Rico",earthquake,3.58,21.85,0,1,reviewed,pr,pr
2019-11-19T23:33:57.934Z,84.9963,99.6889,10,4.6,mb,,68,12.047,0.74,us,us70006a4z,2019-11-19T23:56:36.040Z,North of Severnaya Zemlya,earthquake,5.5,1.9,0.079,48,reviewed,us,us
2019-11-19T23:26:43.580Z,19.0441,-65.1951,30,3.33,md,7,329,1.114,0.18,pr,pr2019323021,2019-11-20T08:36:45.963Z,"82km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.82,13.58,0.09,5,reviewed,pr,pr
2019-11-19T23:10:40.568Z,-33.6434,-66.8781,10,5.8,mww,,24,2.588,0.81,us,us70006a4q,2019-11-21T10:47:13.410Z,"63km SW of San Luis, Argentina",earthquake,5.8,1.6,0.046,45,reviewed,us,us
2019-11-19T22:32:04.340Z,19.21,-67.2213,51,3.14,md,4,323,0.9816,0.23,pr,pr2019323020,2019-11-20T00:02:28.404Z,"80km N of San Antonio, Puerto Rico",earthquake,4.27,12.78,0.03,3,reviewed,pr,pr
2019-11-19T22:26:34.282Z,54.9904,-156.3647,26.1,4.6,ml,,,,0.61,ak,ak019euju9yc,2019-11-22T01:14:26.139Z,"104km SSW of Chirikof Island, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-11-19T21:28:22.010Z,19.0661,-65.7881,30,2.78,md,5,311,0.8127,0.21,pr,pr2019323019,2019-11-20T00:02:08.717Z,"70km N of Loiza, Puerto Rico",earthquake,2.31,13.74,0.4,4,reviewed,pr,pr
2019-11-19T20:50:39.080Z,19.0035,-65.7828,25,3.04,md,10,297,0.7568,0.29,pr,pr2019323018,2019-11-20T16:35:49.040Z,"62km N of Vieques, Puerto Rico",earthquake,1.6,19.09,0.36,10,reviewed,pr,pr
2019-11-19T20:47:40.635Z,-5.709,-76.8857,39.82,4.5,mb,,140,3.996,0.57,us,us70006a2n,2019-11-20T16:19:32.556Z,"38km NNE of Moyobamba, Peru",earthquake,10.3,10.7,0.077,52,reviewed,us,us
2019-11-19T20:27:24.426Z,-12.6351,113.2824,12.4,4.9,mww,,50,4.226,0.86,us,us70006a20,2019-11-20T16:07:02.040Z,Northwest of Australia,earthquake,8,3.9,0.075,17,reviewed,us,us
2019-11-19T19:57:35.280Z,18.7598,-68.8565,11,2.86,md,13,171,0.6252,0.28,pr,pr2019323017,2019-11-20T15:38:42.040Z,"19km NNW of Otra Banda, Dominican Republic",earthquake,1.25,1.95,0.71,10,reviewed,pr,pr
2019-11-19T19:37:02.040Z,39.7686667,-121.9863333,20.31,2.79,ml,28,70,0.3098,0.11,nc,nc73306346,2019-11-20T17:54:27.215Z,"4km NE of Hamilton City, CA",earthquake,0.28,0.9,0.264,25,reviewed,nc,nc
2019-11-19T16:00:50.778Z,58.7803,-138.766,0,2.5,ml,,,,0.93,ak,ak019eug494e,2019-11-19T17:06:24.040Z,"135km SSE of Yakutat, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-11-19T13:30:55.851Z,29.3213,81.1463,10,5,mww,,36,5.161,0.59,us,us700069vd,2019-11-20T16:10:05.894Z,"21km ENE of Dipayal, Nepal",earthquake,8.1,1.8,0.103,9,reviewed,us,us
2019-11-19T12:54:09.397Z,1.6599,126.5701,35,4.3,mb,,103,1.188,0.67,us,us700069v3,2019-11-19T14:38:32.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,8.5,2,0.114,22,reviewed,us,us
2019-11-19T12:03:46.243Z,27.538,129.9153,21.87,4.6,mb,,56,1.621,1.11,us,us700069us,2019-11-19T13:13:44.040Z,"101km SSE of Naze, Japan",earthquake,4.1,6,0.122,20,reviewed,us,us
2019-11-19T11:30:19.595Z,8.2952,-103.6929,10,4.4,mb,,96,10.477,0.98,us,us700069uh,2019-11-19T12:50:22.040Z,Northern East Pacific Rise,earthquake,7.2,1.9,0.056,94,reviewed,us,us
2019-11-19T09:58:40.360Z,17.8248,-68.7538,92,2.85,md,3,246,1.6542,0.32,pr,pr2019323014,2019-11-19T12:06:34.364Z,"63km SSW of Boca de Yuma, Dominican Republic",earthquake,7.36,9.53,0.43,3,reviewed,pr,pr
2019-11-19T09:16:12.960Z,19.1725,-67.004,11,2.68,md,6,332,0.7131,0.14,pr,pr2019323013,2019-11-19T12:06:04.900Z,"74km N of Isabela, Puerto Rico",earthquake,8.18,11.59,0.42,5,reviewed,pr,pr
2019-11-19T08:49:29.040Z,18.9693,-65.8296,10,2.7,md,7,305,0.7075,0.31,pr,pr2019323012,2019-11-19T12:05:46.724Z,"59km N of Loiza, Puerto Rico",earthquake,9.02,12.5,0.51,7,reviewed,pr,pr
2019-11-19T08:24:54.060Z,19.175,-67.2778,34,3.02,md,5,322,0.98,0.27,pr,pr2019323011,2019-11-19T12:05:22.468Z,"77km NNW of San Antonio, Puerto Rico",earthquake,2.45,16.95,0.22,5,reviewed,pr,pr
2019-11-19T08:23:46.940Z,19.2338,-67.267,54,2.59,md,4,323,1.0735,0.27,pr,pr2019323010,2019-11-19T12:05:06.360Z,"83km NNW of San Antonio, Puerto Rico",earthquake,5.49,16.57,0.34,4,reviewed,pr,pr
2019-11-19T07:49:20.490Z,18.9495,-65.8088,53,2.97,md,6,305,0.697,0.59,pr,pr2019323009,2019-11-19T12:04:44.276Z,"57km N of Loiza, Puerto Rico",earthquake,6.35,12.21,0.09,5,reviewed,pr,pr
2019-11-19T06:10:26.548Z,29.2623,142.2589,10,5.1,mb,,122,2.159,0.81,us,us700069sk,2019-11-19T06:30:19.040Z,"241km N of Chichi-shima, Japan",earthquake,4.6,1.8,0.032,310,reviewed,us,us
2019-11-19T05:42:53.180Z,19.1533,-67.2925,66,3.02,md,6,322,0.9698,0.88,pr,pr2019323008,2019-11-19T07:50:22.197Z,"75km NNW of San Antonio, Puerto Rico",earthquake,12.26,26.15,0.12,4,reviewed,pr,pr
2019-11-19T04:58:12.954Z,-21.8535,-68.7351,118.42,4,mb,,69,0.474,0.61,us,us700069s3,2019-11-19T05:33:54.040Z,"70km NNE of Calama, Chile",earthquake,7.6,8.7,0.365,2,reviewed,us,us
2019-11-19T04:02:57.530Z,39.1526667,-123.1768333,3.73,2.73,md,57,31,0.1102,0.1,nc,nc73306046,2019-11-22T07:53:26.483Z,"2km NNW of Talmage, CA",earthquake,0.14,1.16,0.281,68,reviewed,nc,nc
2019-11-19T03:34:09.550Z,19.0083,-65.8106,26,2.64,md,9,307,0.7507,0.49,pr,pr2019323005,2019-11-19T07:48:35.610Z,"64km N of Vieques, Puerto Rico",earthquake,3.18,29.73,0.02,3,reviewed,pr,pr
2019-11-19T02:46:40.446Z,-7.426,128.1353,132.89,4.7,mb,,100,3.183,0.65,us,us700069qy,2019-11-19T03:00:10.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.4,9.1,0.117,22,reviewed,us,us
2019-11-19T02:40:43.340Z,35.6455,-117.477,8.61,3.13,ml,50,59,0.04753,0.16,ci,ci38251970,2019-11-20T23:23:22.691Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.31,0.156,149,reviewed,ci,ci
2019-11-19T02:15:03.790Z,18.2148,-68.2535,72,2.97,md,8,198,1.1627,0.25,pr,pr2019323004,2019-11-19T05:04:12.464Z,"41km ESE of Boca de Yuma, Dominican Republic",earthquake,2.18,2.5,0.34,8,reviewed,pr,pr
2019-11-19T01:25:13.580Z,19.5175,-65.708,46,3.29,md,10,321,1.2655,0.41,pr,pr2019323000,2019-11-19T01:44:55.997Z,"121km N of Vieques, Puerto Rico",earthquake,4.23,17.85,0.28,10,reviewed,pr,pr
2019-11-19T00:14:13.557Z,38.5443,44.4021,10,4.7,mwr,,32,1.623,0.71,us,us700069pz,2019-11-19T00:55:04.040Z,"23km ESE of Saray, Turkey",earthquake,5.5,1.8,0.083,14,reviewed,us,us
2019-11-19T00:12:01.065Z,38.7317,44.4347,10,4,mb,,80,1.434,1.31,us,us700069pw,2019-11-19T01:33:13.040Z,"24km ENE of Saray, Turkey",earthquake,4.3,2,0.157,11,reviewed,us,us
2019-11-19T00:10:45.953Z,12.4069,-60.2615,58.19,4.7,mb,,114,1.002,0.51,us,us700069ps,2019-11-19T02:09:00.980Z,"103km SW of Bridgetown, Barbados",earthquake,5.6,7.9,0.038,207,reviewed,us,us
2019-11-18T23:58:10.810Z,37.6160011,-118.8454971,3.25,2.54,md,28,76,0.01418,0.06,nc,nc73305856,2019-11-19T03:27:04.152Z,"12km E of Mammoth Lakes, CA",earthquake,0.22,0.29,0.23,30,automatic,nc,nc
2019-11-18T23:48:03.780Z,18.9236,-67.2741,10,2.86,md,4,329,0.4843,0.03,pr,pr2019322008,2019-11-19T05:01:12.872Z,"51km NNW of San Antonio, Puerto Rico",earthquake,1.92,0.6,0.04,4,reviewed,pr,pr
2019-11-18T23:41:34.132Z,-2.4978,138.6113,10,4.9,mb,,35,8.759,1.16,us,us700069pe,2019-11-19T00:04:23.040Z,"219km W of Abepura, Indonesia",earthquake,8.8,1.9,0.057,96,reviewed,us,us
2019-11-18T23:36:27.960Z,37.6195,-118.8426667,3.64,2.84,md,32,68,0.01189,0.03,nc,nc73305816,2019-11-20T05:31:03.075Z,"12km E of Mammoth Lakes, CA",earthquake,0.21,0.24,0.218,47,reviewed,nc,nc
2019-11-18T22:22:21.010Z,36.073,-117.855,1.27,2.7,ml,31,53,0.04449,0.14,ci,ci38251610,2019-11-18T22:32:50.440Z,"9km ENE of Coso Junction, CA",earthquake,0.19,0.31,0.228,25,automatic,ci,ci
2019-11-18T22:20:01.140Z,19.1778,-67.2366,13,2.75,md,12,291,0.7213,0.42,pr,pr2019322007,2019-11-18T23:03:41.040Z,"70km N of San Antonio, Puerto Rico",earthquake,7.38,10.38,0.22,12,reviewed,pr,pr
